StartofWindow EndofWindow coverage Chr Ploidy
2388547 2531185 21 10 3
2531185 2712375 22 10 3
2712375 2880202 23 10 3
2880202 2882324 24 10 3
2882324 2906580 25 10 3
2906580 2939462 24 10 3
2939462 2983081 23 10 3
2983081 2993191 22 10 3
2993191 3008789 21 10 3
3008789 3021935 20 10 3
3021935 3050861 19 10 3
3050861 3057944 17 10 3
3057944 3058891 16 10 3
3058891 3066417 17 10 3
3066417 3080880 16 10 3
3080880 3090514 15 10 3
3090514 3100527 11 10 3
3100527 3106025 10 10 3
3106025 3128438 11 10 3
3128438 3129472 12 10 3
3129472 3151704 11 10 3
3151704 3155790 10 10 3
3155790 3156699 9 10 3
3156699 3158733 10 10 3
3158733 3164951 11 10 3
3164951 3174981 10 10 3
3174981 3199704 9 10 3
3199704 3204681 8 10 3
3204681 3236486 7 10 3
3236486 3245594 8 10 3
3245594 3293935 7 10 3
3293935 3329798 6 10 3
3329798 3357663 5 10 3
3357663 3384865 3 10 3
3384865 3436109 2 10 3
3436109 3798495 1 10 3
3798495 3928995 0 10 3
3928995 4104946 1 10 3
4104946 4547174 2 10 3
4547174 4566089 3 10 3
4566089 4588261 5 10 3
4588261 4611585 6 10 3
4611585 4619787 5 10 3
4619787 4674335 6 10 3
4674335 4834767 7 10 3
4834767 4872936 8 10 3
4872936 4918591 9 10 3
4918591 4963327 10 10 3
4963327 4980124 11 10 3
4980124 4986044 10 10 3
4986044 4998961 11 10 3
4998961 5014483 12 10 3
5014483 5111601 11 10 3
5111601 5133895 12 10 3
5133895 5141609 11 10 3
5141609 5164836 10 10 3
5164836 5183737 9 10 3
5183737 5254626 8 10 3
5254626 5452126 9 10 3
5452126 5597491 8 10 3
5597491 5644621 7 10 3
5644621 5741996 6 10 3
5741996 5773561 5 10 3
5773561 5785462 4 10 3
5785462 5830052 3 10 3
5830052 5884516 2 10 3
5884516 5937523 1 10 3
5937523 5988071 0 10 3
5988071 6001673 1 10 3
6001673 6032917 2 10 3
6032917 6177794 3 10 3
6177794 6180989 4 10 3
6180989 6188008 5 10 3
6188008 6306138 6 10 3
6306138 6666308 5 10 3
6666308 6677540 4 10 3
6677540 6751864 5 10 3
6751864 6845864 4 10 3
6845864 7186717 3 10 3
7186717 7403177 4 10 3
7403177 7615195 3 10 3
7615195 7705876 4 10 3
7705876 7749183 5 10 3
7749183 8129779 4 10 3
8129779 8276987 3 10 3
8276987 8408727 2 10 3
8408727 9230514 3 10 3
9230514 9255533 4 10 3
9255533 10099425 5 10 3
10099425 10353552 6 10 3
10353552 10358544 7 10 3
10358544 10766924 6 10 3
10766924 10776143 5 10 3
10776143 10783592 4 10 3
10783592 10789461 3 10 3
10789461 10874408 2 10 3
10874408 11497448 1 10 3
11497448 11712965 0 10 3
11712965 11717397 2 10 3
11717397 11980034 3 10 3
11980034 12256172 2 10 3
12256172 12312203 1 10 3
12312203 12538194 2 10 3
12538194 12737684 1 10 3
12737684 12802389 2 10 3
12802389 12834045 3 10 3
12834045 12842945 4 10 3
12842945 13154572 5 10 3
13154572 13241240 4 10 3
13241240 13276892 3 10 3
13276892 13279913 2 10 3
13279913 13415971 1 10 3
13415971 13544585 0 10 3
13544585 13648003 1 10 3
13648003 13892455 2 10 3
13892455 13967533 3 10 3
13967533 14685920 1 10 3
14685920 14690936 2 10 3
14690936 15656674 1 10 3
15656674 15941109 0 10 3
15941109 16624751 1 10 3
16624751 16674592 0 10 3
16674592 16890650 1 10 3
16890650 17394632 2 10 3
17394632 19801304 1 10 3
19801304 24420613 0 10 3
24420613 24765946 1 10 3
24765946 24919992 0 10 3
24919992 25608794 1 10 3
25608794 25756848 2 10 3
25756848 26053868 1 10 3
26053868 29296412 0 10 3
29296412 29448724 1 10 3
29448724 29584291 2 10 3
29584291 29714135 3 10 3
29714135 29809291 2 10 3
29809291 29819559 3 10 3
29819559 30066839 4 10 3
30066839 30143168 5 10 3
30143168 30350625 4 10 3
30350625 30377385 5 10 3
30377385 30867763 4 10 3
30867763 30881545 3 10 3
30881545 30915048 2 10 3
30915048 30957478 1 10 3
30957478 33418872 0 10 3
33418872 34241330 1 10 3
34241330 35849845 0 10 3
35849845 35864959 1 10 3
35864959 36247124 2 10 3
36247124 36257632 3 10 3
36257632 36305620 4 10 3
36305620 36817869 5 10 3
36817869 36910285 6 10 3
36910285 37021847 7 10 3
37021847 37041412 6 10 3
37041412 37445093 5 10 3
37445093 37687620 4 10 3
37687620 37721225 2 10 3
37721225 38475520 1 10 3
38475520 42606876 0 10 3
42606876 42827951 1 10 3
42827951 43039766 2 10 3
43039766 43436778 3 10 3
43436778 43575672 2 10 3
43575672 43631636 1 10 3
43631636 44314431 0 10 3
44314431 45720368 1 10 3
45720368 45891350 0 10 3
45891350 46222956 1 10 3
46222956 46528901 2 10 3
46528901 46587495 7 10 3
46587495 46962114 24 10 3
46962114 46963852 197 10 3
46963852 46965017 199 10 3
46965017 46973933 200 10 3
46973933 46978041 217 10 3
46978041 46993801 220 10 3
46993801 46999190 231 10 3
46999190 47017490 234 10 3
47017490 47047517 246 10 3
47047517 47086901 255 10 3
47086901 47087334 270 10 3
47087334 47091507 271 10 3
47091507 47094585 272 10 3
47094585 47122436 275 10 3
47122436 47169805 278 10 3
47169805 47207813 292 10 3
47207813 47536152 300 10 3
47536152 47541708 320 10 3
47541708 47553750 389 10 3
47553750 47587221 390 10 3
47587221 47606631 394 10 3
47606631 47618365 395 10 3
47618365 47620300 399 10 3
47620300 47654624 400 10 3
47654624 47660466 401 10 3
47660466 47663675 400 10 3
47663675 47678244 401 10 3
47678244 47681718 395 10 3
47681718 47684765 394 10 3
47684765 47695269 368 10 3
47695269 47701362 347 10 3
47701362 47703946 344 10 3
47703946 47747926 295 10 3
47747926 47756662 293 10 3
47756662 47915921 65 10 3
47915921 47966214 45 10 3
47966214 48005276 29 10 3
48005276 48312762 15 10 3
48312762 48353676 18 10 3
48353676 48366736 19 10 3
48366736 48411796 20 10 3
48411796 48636891 21 10 3
48636891 48645628 20 10 3
48645628 48663862 19 10 3
48663862 49240259 17 10 3
49240259 49394928 16 10 3
49394928 49411559 17 10 3
49411559 49491047 18 10 3
49491047 49626368 19 10 3
49626368 49652090 20 10 3
49652090 49667829 21 10 3
49667829 49969524 22 10 3
49969524 50021046 21 10 3
50021046 50092825 20 10 3
50092825 50180673 19 10 3
50180673 50585562 20 10 3
50585562 50955185 19 10 3
50955185 50993437 18 10 3
50993437 51126485 16 10 3
51126485 51594462 15 10 3
51594462 51620361 14 10 3
51620361 51769414 8 10 3
51769414 51787804 7 10 3
51787804 51866221 6 10 3
51866221 51892617 4 10 3
51892617 51911768 3 10 3
51911768 52083060 2 10 3
52083060 52088004 3 10 3
52088004 52183046 4 10 3
52183046 52232747 6 10 3
52232747 52366563 5 10 3
52366563 52387136 6 10 3
52387136 52484993 7 10 3
52484993 53177737 6 10 3
53177737 53262141 5 10 3
53262141 53282895 4 10 3
53282895 53293647 3 10 3
53293647 53337255 1 10 3
53337255 56541956 0 10 3
56541956 57020436 1 10 3
57020436 60392437 0 10 3
60392437 60419414 1 10 3
60419414 60696111 2 10 3
60696111 60727268 1 10 3
60727268 61226348 0 10 3
61226348 62016156 1 10 3
62016156 66173340 0 10 3
66173340 66361165 1 10 3
66361165 68376863 2 10 3
68376863 69900445 1 10 3
69900445 72937490 0 10 3
72937490 73077770 1 10 3
73077770 73191336 2 10 3
73191336 73429541 1 10 3
73429541 77535219 0 10 3
77535219 77871388 1 10 3
77871388 78277122 0 10 3
78277122 78748010 1 10 3
78748010 80446672 0 10 3
80446672 80649622 1 10 3
80649622 80968658 2 10 3
80968658 81373777 1 10 3
81373777 81578659 2 10 3
81578659 81643234 7 10 3
81643234 81703433 9 10 3
81703433 81711561 10 10 3
81711561 81863021 11 10 3
81863021 81925866 12 10 3
81925866 81932595 11 10 3
81932595 81961711 10 10 3
81961711 81976925 9 10 3
81976925 82575289 7 10 3
82575289 88416963 6 10 3
88416963 88435818 5 10 3
88435818 88455879 4 10 3
88455879 88665316 3 10 3
88665316 88782100 2 10 3
88782100 88822525 1 10 3
88822525 99964768 0 10 3
99964768 100278092 1 10 3
100278092 102872422 0 10 3
102872422 103506911 1 10 3
103506911 103510393 2 10 3
103510393 105107438 1 10 3
105107438 105279140 2 10 3
105279140 105587862 1 10 3
105587862 105610326 2 10 3
105610326 106006518 1 10 3
106006518 106058778 2 10 3
106058778 106121800 3 10 3
106121800 106244408 4 10 3
106244408 106687304 3 10 3
106687304 107318924 2 10 3
107318924 107752982 3 10 3
107752982 107833640 4 10 3
107833640 108494989 5 10 3
108494989 108562008 6 10 3
108562008 108693352 7 10 3
108693352 109179187 8 10 3
109179187 109448989 7 10 3
109448989 109740402 6 10 3
109740402 109803306 5 10 3
109803306 109817593 6 10 3
109817593 109933954 5 10 3
109933954 110023739 6 10 3
110023739 110118673 5 10 3
110118673 110393790 3 10 3
110393790 110945132 2 10 3
110945132 111911083 1 10 3
111911083 112667851 0 10 3
112667851 113413840 1 10 3
113413840 113786418 0 10 3
113786418 114347947 1 10 3
114347947 117360769 0 10 3
117360769 117634218 1 10 3
117634218 118389458 2 10 3
118389458 118392401 1 10 3
118392401 119348009 0 10 3
119348009 119600495 1 10 3
119600495 120039821 2 10 3
120039821 120554015 1 10 3
120554015 120785325 0 10 3
120785325 120796582 1 10 3
120796582 121087899 2 10 3
121087899 123151488 1 10 3
123151488 123844172 0 10 3
123844172 124237612 1 10 3
124237612 125534912 0 10 3
125534912 126819462 1 10 3
126819462 126865062 2 10 3
126865062 127488678 3 10 3
127488678 128004665 2 10 3
128004665 128045913 1 10 3
128045913 128122532 0 10 3
128122532 128268801 1 10 3
128268801 128419984 2 10 3
128419984 128589024 3 10 3
128589024 128999545 2 10 3
128999545 129148087 1 10 3
129148087 129404596 2 10 3
129404596 129572002 1 10 3
129572002 129681989 2 10 3
129681989 130071539 1 10 3
130071539 130488026 0 10 3
130488026 130492201 1 10 3
130492201 131189192 2 10 3
131189192 131576272 3 10 3
131576272 131685524 2 10 3
131685524 131726740 1 10 3
131726740 131817707 0 10 3
131817707 131852305 1 10 3
131852305 132103737 2 10 3
132103737 132173444 1 10 3
132173444 132475060 0 10 3
132475060 132740870 1 10 3
132740870 132764919 2 10 3
132764919 133020951 3 10 3
133020951 133044173 4 10 3
133044173 133146930 5 10 3
133146930 133182561 4 10 3
133182561 133270159 3 10 3
133270159 133348042 4 10 3
133348042 133448637 3 10 3
133448637 133535829 4 10 3
133535829 133676869 3 10 3
133676869 133777455 2 10 3
133777455 133816284 3 10 3
133816284 134056797 4 10 3
134056797 134212601 3 10 3
134212601 134224772 4 10 3
134224772 134338719 5 10 3
134338719 134470632 4 10 3
134470632 134481036 5 10 3
134481036 134520925 6 10 3
134520925 134583949 7 10 3
134583949 134608049 9 10 3
134608049 134615280 11 10 3
134615280 134621664 12 10 3
134621664 134645726 13 10 3
134645726 134655514 14 10 3
134655514 134668847 15 10 3
134668847 134682148 16 10 3
134682148 134687033 15 10 3
134687033 134689553 16 10 3
134689553 134705648 15 10 3
134705648 134754498 16 10 3
134754498 134761067 17 10 3
134761067 134768909 16 10 3
134768909 134777790 15 10 3
134777790 134841274 14 10 3
134841274 134858720 16 10 3
134858720 134868127 17 10 3
134868127 134876364 18 10 3
134876364 134878594 19 10 3
134878594 134885144 20 10 3
134885144 134893876 19 10 3
134893876 134904596 20 10 3
134904596 134909770 21 10 3
134909770 134912226 22 10 3
134912226 134914522 21 10 3
134914522 134957013 22 10 3
134957013 134982325 21 10 3
134982325 134994032 20 10 3
134994032 135000159 18 10 3
135000159 135013352 16 10 3
135013352 135020707 15 10 3
135020707 135027768 12 10 3
135027768 135035058 11 10 3
135035058 135038128 10 10 3
135038128 135055251 9 10 3
135055251 135063027 10 10 3
135063027 135077265 12 10 3
135077265 135119695 13 10 3
135119695 135127893 12 10 3
135127893 135150032 11 10 3
135150032 135168935 10 10 3
135168935 135186806 9 10 3
135186806 135237166 8 10 3
135237166 135244578 10 10 3
135244578 135252932 14 10 3
135252932 135256327 15 10 3
135256327 135270387 17 10 3
135270387 135289718 16 10 3
135289718 135373679 15 10 3
135373679 135400250 5 10 3
135400250 135432685 4 10 3
135432685 135440226 3 10 3
189620 254010 23 11 3
254010 346015 24 11 3
346015 353861 23 11 3
353861 360871 22 11 3
360871 367213 21 11 3
367213 372169 20 11 3
372169 376345 17 11 3
376345 378658 16 11 3
378658 380018 12 11 3
380018 380315 11 11 3
380315 381147 10 11 3
381147 394897 8 11 3
394897 400146 7 11 3
400146 421141 5 11 3
421141 448061 4 11 3
448061 610724 3 11 3
610724 658618 1 11 3
658618 678763 2 11 3
678763 958789 1 11 3
958789 1020063 2 11 3
1020063 1083557 4 11 3
1083557 1090848 3 11 3
1090848 1254407 5 11 3
1254407 1256549 4 11 3
1256549 1274493 3 11 3
1274493 1299994 4 11 3
1299994 1340016 2 11 3
1340016 1731000 1 11 3
1731000 1840954 0 11 3
1840954 2591858 1 11 3
2591858 2593959 2 11 3
2593959 2613430 3 11 3
2613430 2616384 2 11 3
2616384 3089558 1 11 3
3089558 3094505 3 11 3
3094505 3099386 5 11 3
3099386 3279297 7 11 3
3279297 3363846 3 11 3
3363846 3658485 1 11 3
3658485 3691649 2 11 3
3691649 4342634 1 11 3
4342634 4388527 7 11 3
4388527 4563218 8 11 3
4563218 4566459 10 11 3
4566459 4578402 11 11 3
4578402 4584569 10 11 3
4584569 4595540 9 11 3
4595540 4597649 7 11 3
4597649 4822053 6 11 3
4822053 4941593 4 11 3
4941593 5127177 3 11 3
5127177 5324977 0 11 3
5324977 5405205 1 11 3
5405205 5487596 0 11 3
5487596 5507583 4 11 3
5507583 5512590 7 11 3
5512590 5517216 8 11 3
5517216 5523542 9 11 3
5523542 5529840 12 11 3
5529840 5534276 13 11 3
5534276 5540466 16 11 3
5540466 5554028 18 11 3
5554028 5573024 19 11 3
5573024 5633600 20 11 3
5633600 5671623 19 11 3
5671623 5682639 17 11 3
5682639 5851659 16 11 3
5851659 6051329 15 11 3
6051329 6071807 14 11 3
6071807 6078611 13 11 3
6078611 6087959 12 11 3
6087959 6121675 11 11 3
6121675 6144440 10 11 3
6144440 6145633 11 11 3
6145633 6149225 10 11 3
6149225 6192462 9 11 3
6192462 6195700 8 11 3
6195700 6198997 7 11 3
6198997 6499215 1 11 3
6499215 6594080 2 11 3
6594080 6648299 1 11 3
6648299 7052578 2 11 3
7052578 7472283 3 11 3
7472283 7794724 4 11 3
7794724 7918294 3 11 3
7918294 7929499 2 11 3
7929499 7949294 1 11 3
7949294 8200316 2 11 3
8200316 9202316 1 11 3
9202316 11269911 0 11 3
11269911 11420149 1 11 3
11420149 11538360 0 11 3
11538360 11854529 1 11 3
11854529 12539863 0 11 3
12539863 13367987 1 11 3
13367987 14899844 0 11 3
14899844 15357967 1 11 3
15357967 16237468 0 11 3
16237468 16549976 1 11 3
16549976 16793101 2 11 3
16793101 17401050 3 11 3
17401050 17419314 4 11 3
17419314 17562722 3 11 3
17562722 17718229 4 11 3
17718229 17872074 3 11 3
17872074 18209334 2 11 3
18209334 18790683 3 11 3
18790683 19424501 4 11 3
19424501 20703518 3 11 3
20703518 21126948 2 11 3
21126948 21247267 3 11 3
21247267 21255348 4 11 3
21255348 21556048 5 11 3
21556048 21686363 6 11 3
21686363 21705222 5 11 3
21705222 21962151 4 11 3
21962151 22023647 3 11 3
22023647 22305928 4 11 3
22305928 22910051 3 11 3
22910051 23662959 4 11 3
23662959 24115151 5 11 3
24115151 24337272 6 11 3
24337272 24782627 7 11 3
24782627 24886354 6 11 3
24886354 24891444 5 11 3
24891444 25665264 4 11 3
25665264 25700989 3 11 3
25700989 25975003 4 11 3
25975003 26319240 3 11 3
26319240 26756556 4 11 3
26756556 26857146 3 11 3
26857146 29990740 2 11 3
29990740 30550158 3 11 3
30550158 30570487 4 11 3
30570487 30630607 5 11 3
30630607 30958218 4 11 3
30958218 31009088 3 11 3
31009088 31449641 2 11 3
31449641 33364672 1 11 3
33364672 33746047 2 11 3
33746047 33778729 1 11 3
33778729 34188855 0 11 3
34188855 34197245 1 11 3
34197245 34394696 2 11 3
34394696 35250801 3 11 3
35250801 35282334 2 11 3
35282334 35416352 1 11 3
35416352 37350064 0 11 3
37350064 39075449 1 11 3
39075449 39194397 2 11 3
39194397 39362931 1 11 3
39362931 39845840 2 11 3
39845840 40485057 1 11 3
40485057 44830733 0 11 3
44830733 45003510 1 11 3
45003510 47168303 0 11 3
47168303 47327571 1 11 3
47327571 47345799 2 11 3
47345799 47349699 4 11 3
47349699 47352138 57 11 3
47352138 47353312 65 11 3
47353312 47356750 80 11 3
47356750 47361343 71 11 3
47361343 47366095 46 11 3
47366095 47367793 45 11 3
47367793 47373058 47 11 3
47373058 47374198 2 11 3
47374198 47380593 1 11 3
47380593 47599322 0 11 3
47599322 47745589 1 11 3
47745589 48091632 2 11 3
48091632 48149478 3 11 3
48149478 48199847 4 11 3
48199847 48213446 5 11 3
48213446 48246073 6 11 3
48246073 48581765 5 11 3
48581765 48616566 4 11 3
48616566 48633120 3 11 3
48633120 48886572 2 11 3
48886572 49229952 1 11 3
49229952 51104478 0 11 3
51104478 51193615 3 11 3
51193615 51222799 7 11 3
51222799 51230058 8 11 3
51230058 51385326 9 11 3
51385326 51419375 10 11 3
51419375 51427959 11 11 3
51427959 51469977 12 11 3
51469977 51500792 13 11 3
51500792 54710133 14 11 3
54710133 54797533 23 11 3
54797533 54987300 26 11 3
54987300 55049310 28 11 3
55049310 55080760 30 11 3
55080760 55084688 31 11 3
55084688 55113231 32 11 3
55113231 55129465 31 11 3
55129465 55136333 30 11 3
55136333 55201447 27 11 3
55201447 55523571 26 11 3
55523571 55526320 25 11 3
55526320 55541620 24 11 3
55541620 55563900 23 11 3
55563900 55792256 21 11 3
55792256 55812984 20 11 3
55812984 55848439 16 11 3
55848439 55929181 15 11 3
55929181 55944703 14 11 3
55944703 55949862 13 11 3
55949862 55962241 12 11 3
55962241 55971393 11 11 3
55971393 55978956 10 11 3
55978956 56003051 9 11 3
56003051 57958038 0 11 3
57958038 58555627 1 11 3
58555627 61665796 0 11 3
61665796 61917552 1 11 3
61917552 62684777 0 11 3
62684777 63149641 1 11 3
63149641 67186420 0 11 3
67186420 67353579 1 11 3
67353579 67360264 3 11 3
67360264 67395015 5 11 3
67395015 67673682 7 11 3
67673682 67748817 6 11 3
67748817 68920808 1 11 3
68920808 71240174 0 11 3
71240174 73806443 1 11 3
73806443 78164984 0 11 3
78164984 78386259 1 11 3
78386259 78541733 2 11 3
78541733 78690480 3 11 3
78690480 79077350 4 11 3
79077350 79143763 3 11 3
79143763 79294066 4 11 3
79294066 79316087 3 11 3
79316087 79780065 2 11 3
79780065 81137302 1 11 3
81137302 81533659 0 11 3
81533659 81716724 1 11 3
81716724 82074040 2 11 3
82074040 82594244 1 11 3
82594244 82671930 2 11 3
82671930 83735515 1 11 3
83735515 85262046 0 11 3
85262046 85428419 1 11 3
85428419 85826002 2 11 3
85826002 86293927 3 11 3
86293927 86321810 2 11 3
86321810 86902785 1 11 3
86902785 87348982 2 11 3
87348982 87349110 4 11 3
87349110 87388230 5 11 3
87388230 87642436 6 11 3
87642436 87674827 7 11 3
87674827 87678242 8 11 3
87678242 87791402 9 11 3
87791402 88250666 8 11 3
88250666 88293346 7 11 3
88293346 88359607 6 11 3
88359607 88374557 5 11 3
88374557 88409187 4 11 3
88409187 88438821 3 11 3
88438821 88477562 2 11 3
88477562 89833736 1 11 3
89833736 89851689 3 11 3
89851689 89883726 4 11 3
89883726 90038696 5 11 3
90038696 90740994 4 11 3
90740994 90809558 3 11 3
90809558 90839588 2 11 3
90839588 91252101 0 11 3
91252101 91266404 1 11 3
91266404 91290331 2 11 3
91290331 91492172 3 11 3
91492172 92148475 4 11 3
92148475 92307556 3 11 3
92307556 92337477 2 11 3
92337477 92443572 1 11 3
92443572 92764575 0 11 3
92764575 94113653 1 11 3
94113653 94434780 2 11 3
94434780 94497456 3 11 3
94497456 94607345 5 11 3
94607345 94731915 4 11 3
94731915 95281383 3 11 3
95281383 95338404 2 11 3
95338404 95358856 1 11 3
95358856 96439492 0 11 3
96439492 98239793 1 11 3
98239793 98476840 2 11 3
98476840 98538205 3 11 3
98538205 100334883 4 11 3
100334883 100469271 3 11 3
100469271 100471466 2 11 3
100471466 101399510 1 11 3
101399510 103991795 0 11 3
103991795 104093407 1 11 3
104093407 104119338 2 11 3
104119338 104580042 3 11 3
104580042 106732268 4 11 3
106732268 106856388 3 11 3
106856388 106887365 2 11 3
106887365 106909409 1 11 3
106909409 107458658 0 11 3
107458658 107539300 1 11 3
107539300 107887810 2 11 3
107887810 109515486 0 11 3
109515486 110075862 2 11 3
110075862 110823548 3 11 3
110823548 110890138 2 11 3
110890138 111612783 1 11 3
111612783 111795085 2 11 3
111795085 112084583 4 11 3
112084583 112312075 5 11 3
112312075 112428235 4 11 3
112428235 112440992 3 11 3
112440992 112535176 2 11 3
112535176 112643698 1 11 3
112643698 115863904 0 11 3
115863904 115900957 1 11 3
115900957 115957798 2 11 3
115957798 115960816 3 11 3
115960816 115973097 4 11 3
115973097 116097645 5 11 3
116097645 116569204 6 11 3
116569204 116573120 5 11 3
116573120 116617240 4 11 3
116617240 116621972 2 11 3
116621972 119341720 0 11 3
119341720 119440387 1 11 3
119440387 119946763 2 11 3
119946763 120180298 1 11 3
120180298 120475940 0 11 3
120475940 120505562 1 11 3
120505562 120809469 2 11 3
120809469 120848537 1 11 3
120848537 122450147 0 11 3
122450147 122535470 1 11 3
122535470 122553588 2 11 3
122553588 122646967 3 11 3
122646967 122686721 2 11 3
122686721 125809627 0 11 3
125809627 126141370 1 11 3
126141370 126689772 0 11 3
126689772 126849521 1 11 3
126849521 127445611 2 11 3
127445611 127571071 1 11 3
127571071 128611463 0 11 3
128611463 128671732 2 11 3
128671732 128788317 4 11 3
128788317 128808325 3 11 3
128808325 128818762 2 11 3
128818762 128827926 1 11 3
128827926 130332457 0 11 3
130332457 130424826 1 11 3
130424826 130427587 6 11 3
130427587 130428476 12 11 3
130428476 130430255 13 11 3
130430255 130434090 16 11 3
130434090 130440322 17 11 3
130440322 130445049 19 11 3
130445049 130454503 20 11 3
130454503 130457667 21 11 3
130457667 130469044 22 11 3
130469044 130480592 23 11 3
130480592 130488500 27 11 3
130488500 130530074 29 11 3
130530074 130542882 32 11 3
130542882 130555640 36 11 3
130555640 130566026 38 11 3
130566026 130570666 40 11 3
130570666 130575711 41 11 3
130575711 130578508 43 11 3
130578508 130599854 44 11 3
130599854 130629343 45 11 3
130629343 130808685 47 11 3
130808685 130825033 46 11 3
130825033 130894976 49 11 3
130894976 130900099 50 11 3
130900099 130906459 49 11 3
130906459 130909025 49 11 3
130909025 130929355 48 11 3
130929355 130932660 47 11 3
130932660 130945767 46 11 3
130945767 130959048 45 11 3
130959048 130965619 44 11 3
130965619 130969077 45 11 3
130969077 130974221 44 11 3
130974221 130978284 45 11 3
130978284 131000184 44 11 3
131000184 131001581 44 11 3
131001581 131011290 41 11 3
131011290 131016406 42 11 3
131016406 131021493 41 11 3
131021493 131030628 40 11 3
131030628 131094185 18 11 3
131094185 131111310 17 11 3
131111310 131178273 16 11 3
131178273 131257395 17 11 3
131257395 131262883 18 11 3
131262883 131294432 17 11 3
131294432 131419387 16 11 3
131419387 131435012 15 11 3
131435012 131452912 13 11 3
131452912 131455924 12 11 3
131455924 131465196 11 11 3
131465196 131466218 10 11 3
131466218 131476469 8 11 3
131476469 131481649 6 11 3
131481649 131561979 5 11 3
131561979 131573477 4 11 3
131573477 131834923 2 11 3
131834923 132034849 1 11 3
132034849 132489447 2 11 3
132489447 132542386 3 11 3
132542386 132607513 2 11 3
132607513 132823029 3 11 3
132823029 132824181 6 11 3
132824181 132825806 12 11 3
132825806 132829531 15 11 3
132829531 132831793 18 11 3
132831793 132832714 23 11 3
132832714 132834193 24 11 3
132834193 132838419 25 11 3
132838419 132841082 26 11 3
132841082 132846936 27 11 3
132846936 132859088 33 11 3
132859088 132870561 35 11 3
132870561 132881180 36 11 3
132881180 132890544 37 11 3
132890544 132918867 39 11 3
132918867 132929236 42 11 3
132929236 132938656 43 11 3
132938656 132957443 44 11 3
132957443 132976899 45 11 3
132976899 132995294 46 11 3
132995294 133113591 45 11 3
133113591 133140731 44 11 3
133140731 133148954 43 11 3
133148954 133158673 41 11 3
133158673 133164062 40 11 3
133164062 133169947 37 11 3
133169947 133178771 34 11 3
133178771 133193457 33 11 3
133193457 133213019 31 11 3
133213019 133222654 29 11 3
133222654 133231326 26 11 3
133231326 133233949 25 11 3
133233949 133235780 24 11 3
133235780 133241190 23 11 3
133241190 133249133 20 11 3
133249133 133252184 19 11 3
133252184 133254479 17 11 3
133254479 133261759 15 11 3
133261759 133268476 13 11 3
133268476 133274526 4 11 3
133274526 133291286 3 11 3
133291286 133334522 4 11 3
133334522 133415183 3 11 3
133415183 133475018 4 11 3
133475018 133486870 5 11 3
133486870 133519911 6 11 3
133519911 133561093 7 11 3
133561093 133639295 8 11 3
133639295 133687837 9 11 3
133687837 133742033 10 11 3
133742033 133781111 8 11 3
133781111 133843529 9 11 3
133843529 133941104 8 11 3
133941104 133955325 7 11 3
133955325 133970561 6 11 3
133970561 134002480 5 11 3
134002480 134105030 4 11 3
134105030 134146010 5 11 3
134146010 134149641 6 11 3
134149641 134177205 7 11 3
134177205 134190059 8 11 3
134190059 134194937 9 11 3
134194937 134251594 12 11 3
134251594 134273773 13 11 3
134273773 134336887 14 11 3
134336887 134339741 15 11 3
134339741 134345870 16 11 3
134345870 134346497 25 11 3
134346497 134347693 27 11 3
134347693 134347921 34 11 3
134347921 134348915 33 11 3
134348915 134349208 122 11 3
134349208 134349684 123 11 3
134349684 134352975 126 11 3
134352975 134361834 258 11 3
134361834 134368763 409 11 3
134368763 134371119 451 11 3
134371119 134374269 456 11 3
134374269 134375575 471 11 3
134375575 134378520 507 11 3
134378520 134378893 592 11 3
134378893 134380739 592 11 3
134380739 134381546 609 11 3
134381546 134383599 621 11 3
134383599 134386512 664 11 3
134386512 134387137 723 11 3
134387137 134388717 727 11 3
134388717 134391420 735 11 3
134391420 134395635 746 11 3
134395635 134397256 757 11 3
134397256 134403616 761 11 3
134403616 134404193 768 11 3
134404193 134407305 769 11 3
134407305 134412059 775 11 3
134412059 134413972 780 11 3
134413972 134414496 786 11 3
134414496 134417150 789 11 3
134417150 134418459 800 11 3
134418459 134426265 800 11 3
134426265 134431610 804 11 3
134431610 134436003 806 11 3
134436003 134442493 807 11 3
134442493 134444758 817 11 3
134444758 134449247 819 11 3
134449247 134449345 823 11 3
134449345 134454503 821 11 3
134454503 134464533 822 11 3
134464533 134477024 823 11 3
134477024 134493327 833 11 3
134493327 134504774 832 11 3
134504774 134533210 834 11 3
134533210 134545237 835 11 3
134545237 134547958 839 11 3
134547958 134559319 840 11 3
134559319 134564659 841 11 3
134564659 134579288 840 11 3
134579288 134594998 845 11 3
134594998 134599547 846 11 3
134599547 134615334 847 11 3
134615334 134617582 848 11 3
134617582 134621027 847 11 3
134621027 134627975 846 11 3
134627975 134635982 844 11 3
134635982 134638921 845 11 3
134638921 134641861 844 11 3
134641861 134645099 843 11 3
134645099 134647177 842 11 3
134647177 134650750 838 11 3
134650750 134656387 837 11 3
134656387 134663826 831 11 3
134663826 134667681 823 11 3
134667681 134668168 822 11 3
134668168 134669040 820 11 3
134669040 134669635 817 11 3
134669635 134671308 807 11 3
134671308 134672036 800 11 3
134672036 134675149 750 11 3
134675149 134679824 731 11 3
134679824 134680981 721 11 3
134680981 134683990 693 11 3
134683990 134685397 685 11 3
134685397 134689321 660 11 3
134689321 134693029 651 11 3
134693029 134694571 637 11 3
134694571 134695806 635 11 3
